time,open,high,low,close,volume,oi
2017-08-25 09:44,278.8000,278.8500,278.7500,278.7500,290.0000,362202.0000
2017-08-25 09:45,278.7500,278.8000,278.7500,278.8000,52.0000,362192.0000
2017-08-25 09:46,278.8000,278.8000,278.8000,278.8000,0.0000,362192.0000
2017-08-25 09:47,278.8000,278.8000,278.7500,278.7500,288.0000,362204.0000
2017-08-25 09:48,278.7500,278.8000,278.7500,278.7500,66.0000,362206.0000
2017-08-25 09:49,278.7500,278.8000,278.7500,278.8000,464.0000,362404.0000
2017-08-25 09:50,278.8000,278.8000,278.7000,278.7500,310.0000,362414.0000
2017-08-25 09:51,278.7500,278.8000,278.7000,278.7500,230.0000,362344.0000
2017-08-25 09:52,278.7500,278.8000,278.7500,278.8000,6.0000,362344.0000
2017-08-25 09:53,278.8000,278.8000,278.7000,278.8000,140.0000,362382.0000
2017-08-25 09:54,278.8000,278.8000,278.7500,278.7500,126.0000,362370.0000
2017-08-25 09:55,278.7500,278.8000,278.7500,278.7500,58.0000,362384.0000
2017-08-25 09:56,278.7500,278.8500,278.7500,278.8000,236.0000,362306.0000
2017-08-25 09:57,278.8000,278.8500,278.8000,278.8000,40.0000,362316.0000
2017-08-25 09:58,278.8000,278.8500,278.8000,278.8000,54.0000,362310.0000
2017-08-25 09:59,278.8000,278.8500,278.8000,278.8500,126.0000,362258.0000
2017-08-25 10:00,278.8500,278.8500,278.8000,278.8500,110.0000,362302.0000
2017-08-25 10:01,278.8500,278.9000,278.8500,278.9000,148.0000,362284.0000
2017-08-25 10:02,278.9000,278.9000,278.8000,278.8000,148.0000,362268.0000
2017-08-25 10:03,278.8000,278.9000,278.8000,278.8000,136.0000,362232.0000
2017-08-25 10:04,278.8000,278.9000,278.8000,278.8500,48.0000,362192.0000
2017-08-25 10:05,278.8500,278.9000,278.8000,278.8500,126.0000,362142.0000
2017-08-25 10:06,278.8500,278.8500,278.8000,278.8500,98.0000,362130.0000
2017-08-25 10:07,278.8000,278.8000,278.8000,278.8000,78.0000,362064.0000
2017-08-25 10:08,278.8500,278.8500,278.8000,278.8000,88.0000,362000.0000
2017-08-25 10:09,278.8000,278.8500,278.8000,278.8000,164.0000,361986.0000
2017-08-25 10:10,278.8000,278.8500,278.8000,278.8000,66.0000,361984.0000
2017-08-25 10:11,278.8000,278.8500,278.8000,278.8000,142.0000,361944.0000
2017-08-25 10:12,278.8000,278.8500,278.8000,278.8000,32.0000,361944.0000
2017-08-25 10:13,278.8000,278.8500,278.8000,278.8000,474.0000,361908.0000
2017-08-25 10:14,278.8000,278.8500,278.7500,278.8000,374.0000,362078.0000
2017-08-25 10:30,278.8000,278.8500,278.8000,278.8000,124.0000,362102.0000
2017-08-25 10:31,278.8000,278.8000,278.7500,278.8000,306.0000,362014.0000
2017-08-25 10:32,278.8000,278.8500,278.7500,278.8000,84.0000,361968.0000
2017-08-25 10:33,278.8000,278.8000,278.7500,278.8000,188.0000,361920.0000
2017-08-25 10:34,278.8000,278.8500,278.7500,278.8000,164.0000,361910.0000
2017-08-25 10:35,278.8000,278.8000,278.8000,278.8000,8.0000,361914.0000
2017-08-25 10:36,278.8500,278.8500,278.8000,278.8500,28.0000,361942.0000
2017-08-25 10:37,278.8500,278.8500,278.8000,278.8000,10.0000,361938.0000
2017-08-25 10:38,278.8000,278.9000,278.8000,278.8500,526.0000,362276.0000
2017-08-25 10:39,278.8500,278.8500,278.8000,278.8500,42.0000,362318.0000
2017-08-25 10:40,278.8000,278.8000,278.8000,278.8000,2.0000,362318.0000
2017-08-25 10:41,278.8000,278.8500,278.8000,278.8000,122.0000,362340.0000
2017-08-25 10:42,278.8000,278.8500,278.8000,278.8500,36.0000,362350.0000
2017-08-25 10:43,278.8500,278.8500,278.8500,278.8500,284.0000,362324.0000
2017-08-25 10:44,278.8500,278.9000,278.8500,278.9000,52.0000,362328.0000
2017-08-25 10:45,278.9000,278.9000,278.8500,278.8500,52.0000,362346.0000
2017-08-25 10:46,278.8500,278.9000,278.8500,278.8500,6.0000,362348.0000
2017-08-25 10:47,278.8500,278.9000,278.8500,278.8500,34.0000,362346.0000
2017-08-25 10:48,278.8500,278.8500,278.8500,278.8500,192.0000,362472.0000
2017-08-25 10:49,278.8500,278.8500,278.8500,278.8500,12.0000,362476.0000
2017-08-25 10:50,278.8500,278.9000,278.8500,278.9000,122.0000,362512.0000
2017-08-25 10:51,278.9000,278.9000,278.9000,278.9000,248.0000,362650.0000
2017-08-25 10:52,278.9000,278.9000,278.8500,278.9000,188.0000,362630.0000
2017-08-25 10:53,278.9000,278.9500,278.9000,278.9500,60.0000,362612.0000
2017-08-25 10:54,278.9500,278.9500,278.9500,278.9500,2.0000,362614.0000
2017-08-25 10:55,278.9500,278.9500,278.9000,278.9000,170.0000,362564.0000
2017-08-25 10:56,278.9000,279.0000,278.9000,279.0000,600.0000,362378.0000
2017-08-25 10:57,279.0000,279.0500,278.9500,279.0500,1100.0000,362642.0000
2017-08-25 10:58,279.0500,279.0500,278.9500,278.9500,230.0000,362542.0000
2017-08-25 10:59,278.9500,278.9500,278.9000,278.9500,74.0000,362568.0000
2017-08-25 11:00,278.9500,279.0000,278.9000,278.9500,206.0000,362572.0000
2017-08-25 11:01,278.9500,279.0000,278.9500,278.9500,60.0000,362538.0000
2017-08-25 11:02,278.9500,279.0000,278.9500,279.0000,4.0000,362534.0000
2017-08-25 11:03,278.9500,279.0000,278.9500,278.9500,92.0000,362554.0000
2017-08-25 11:04,279.0000,279.0000,278.9500,279.0000,58.0000,362528.0000
2017-08-25 11:05,279.0000,279.0000,278.9500,278.9500,116.0000,362550.0000
2017-08-25 11:06,278.9500,279.0000,278.9500,278.9500,184.0000,362408.0000
2017-08-25 11:07,278.9500,278.9500,278.9500,278.9500,8.0000,362408.0000
2017-08-25 11:08,278.9500,279.0000,278.9500,279.0000,24.0000,362410.0000
2017-08-25 11:09,279.0000,279.0000,278.9500,279.0000,114.0000,362382.0000
2017-08-25 11:10,279.0000,279.0000,278.9500,278.9500,16.0000,362382.0000
2017-08-25 11:11,278.9500,279.0000,278.9500,279.0000,68.0000,362358.0000
2017-08-25 11:12,279.0000,279.0000,279.0000,279.0000,168.0000,362316.0000
2017-08-25 11:13,279.0000,279.0000,279.0000,279.0000,26.0000,362316.0000
2017-08-25 11:14,279.0000,279.0000,279.0000,279.0000,58.0000,362264.0000
2017-08-25 11:15,279.0000,279.0000,279.0000,279.0000,24.0000,362256.0000
2017-08-25 11:16,278.9500,278.9500,278.9500,278.9500,4.0000,362258.0000
2017-08-25 11:17,278.9500,279.0000,278.9500,278.9500,96.0000,362298.0000
2017-08-25 11:18,278.9500,279.0000,278.9500,278.9500,54.0000,362298.0000
2017-08-25 11:19,278.9500,279.0000,278.9500,279.0000,188.0000,362298.0000
2017-08-25 11:20,278.9500,279.0000,278.9500,279.0000,138.0000,362296.0000
2017-08-25 11:21,279.0000,279.0000,278.9500,278.9500,12.0000,362302.0000
2017-08-25 11:22,278.9500,279.0000,278.9500,278.9500,16.0000,362312.0000
2017-08-25 11:23,278.9500,279.0500,278.9500,279.0000,308.0000,362298.0000
2017-08-25 11:24,279.0000,279.0000,278.9500,279.0000,510.0000,362506.0000
2017-08-25 11:25,279.0000,279.0000,278.9500,278.9500,54.0000,362538.0000
2017-08-25 11:26,278.9500,278.9500,278.9000,278.9500,52.0000,362570.0000
2017-08-25 11:27,278.9500,278.9500,278.9000,278.9500,544.0000,362388.0000
2017-08-25 11:28,278.9000,278.9500,278.9000,278.9500,86.0000,362408.0000
2017-08-25 11:29,278.9000,278.9500,278.8500,278.9000,418.0000,362336.0000
2017-08-25 13:30,278.9000,278.9500,278.9000,278.9500,152.0000,362322.0000
2017-08-25 13:31,278.9000,279.0000,278.9000,279.0000,158.0000,362346.0000
2017-08-25 13:32,279.0000,279.0000,278.9500,279.0000,112.0000,362338.0000
2017-08-25 13:33,278.9500,279.0000,278.9500,278.9500,38.0000,362332.0000
2017-08-25 13:34,278.9500,279.0000,278.9500,279.0000,6.0000,362326.0000
2017-08-25 13:35,279.0000,279.0000,278.9500,278.9500,178.0000,362382.0000
2017-08-25 13:36,278.9500,278.9500,278.9000,278.9500,196.0000,362322.0000
2017-08-25 13:37,278.9000,278.9500,278.9000,278.9000,40.0000,362324.0000
2017-08-25 13:38,278.9000,278.9500,278.9000,278.9000,242.0000,362220.0000
2017-08-25 13:39,278.9000,279.0000,278.9000,278.9500,98.0000,362206.0000
2017-08-25 13:40,278.9500,278.9500,278.9000,278.9000,60.0000,362204.0000
2017-08-25 13:41,278.9000,278.9500,278.9000,278.9500,50.0000,362206.0000
2017-08-25 13:42,278.9000,278.9500,278.9000,278.9000,52.0000,362164.0000
2017-08-25 13:43,278.9500,278.9500,278.9000,278.9000,74.0000,362110.0000
2017-08-25 13:44,278.9000,278.9500,278.9000,278.9500,74.0000,362104.0000
2017-08-25 13:45,278.9500,278.9500,278.9000,278.9000,216.0000,362016.0000
2017-08-25 13:46,278.8500,278.9000,278.8500,278.9000,118.0000,362034.0000
2017-08-25 13:47,278.9000,278.9500,278.9000,278.9500,30.0000,362030.0000
2017-08-25 13:48,278.9500,278.9500,278.9000,278.9500,32.0000,362012.0000
2017-08-25 13:49,278.9500,278.9500,278.9000,278.9000,100.0000,362062.0000
2017-08-25 13:50,278.9000,278.9500,278.9000,278.9500,4.0000,362066.0000
2017-08-25 13:51,278.9000,278.9500,278.9000,278.9000,26.0000,362050.0000
2017-08-25 13:52,278.9000,278.9500,278.9000,278.9000,108.0000,361976.0000
2017-08-25 13:53,278.9000,278.9500,278.9000,278.9000,100.0000,361920.0000
2017-08-25 13:54,278.9000,279.0000,278.9000,278.9500,252.0000,361904.0000
2017-08-25 13:55,278.9500,279.0500,278.9500,279.0500,372.0000,361796.0000
2017-08-25 13:56,279.0500,279.1000,279.0000,279.0000,656.0000,361596.0000
2017-08-25 13:57,279.0000,279.0500,279.0000,279.0000,80.0000,361570.0000
2017-08-25 13:58,279.0000,279.0500,278.9500,279.0000,852.0000,361036.0000
2017-08-25 13:59,279.0000,279.1000,279.0000,279.1000,318.0000,360788.0000
2017-08-25 14:00,279.1000,279.1000,279.0500,279.1000,346.0000,360842.0000
2017-08-25 14:01,279.1000,279.1000,278.9500,279.0000,906.0000,360372.0000
2017-08-25 14:02,279.0000,279.0000,278.9500,278.9500,76.0000,360396.0000
2017-08-25 14:03,278.9500,279.0000,278.9000,278.9500,202.0000,360396.0000
2017-08-25 14:04,278.9500,279.0000,278.9000,278.9500,146.0000,360392.0000
2017-08-25 14:05,278.9500,278.9500,278.9000,278.9000,130.0000,360426.0000
2017-08-25 14:06,278.9000,278.9500,278.9000,278.9000,28.0000,360400.0000
2017-08-25 14:07,278.9500,278.9500,278.9000,278.9500,264.0000,360270.0000
2017-08-25 14:08,278.9500,278.9500,278.9500,278.9500,96.0000,360262.0000
2017-08-25 14:09,278.9500,278.9500,278.8500,278.9000,302.0000,360310.0000
2017-08-25 14:10,278.9000,278.9000,278.8500,278.9000,260.0000,360158.0000
2017-08-25 14:11,278.9000,278.9500,278.9000,278.9500,24.0000,360168.0000
2017-08-25 14:12,278.9500,278.9500,278.9000,278.9000,8.0000,360164.0000
2017-08-25 14:13,278.9000,278.9500,278.9000,278.9000,130.0000,360162.0000
2017-08-25 14:14,278.9000,278.9500,278.9000,278.9500,170.0000,360074.0000
2017-08-25 14:15,278.9500,279.0000,278.9500,278.9500,118.0000,360112.0000
2017-08-25 14:16,278.9500,279.0000,278.9500,279.0000,184.0000,360146.0000
2017-08-25 14:17,279.0000,279.0000,279.0000,279.0000,142.0000,360058.0000
2017-08-25 14:18,279.0000,279.0000,279.0000,279.0000,4.0000,360056.0000
2017-08-25 14:19,279.0000,279.0000,278.9500,279.0000,64.0000,360060.0000
2017-08-25 14:20,279.0000,279.0000,278.9500,279.0000,70.0000,360074.0000
2017-08-25 14:21,279.0000,279.0500,279.0000,279.0500,86.0000,360068.0000
2017-08-25 14:22,279.0500,279.1000,279.0000,279.0000,326.0000,360098.0000
2017-08-25 14:23,279.0500,279.0500,279.0000,279.0000,76.0000,360116.0000
2017-08-25 14:24,279.0000,279.1000,279.0000,279.0500,108.0000,360144.0000
2017-08-25 14:25,279.0500,279.1000,279.0500,279.1000,88.0000,360096.0000
2017-08-25 14:26,279.1000,279.1000,279.0500,279.0500,314.0000,360056.0000
2017-08-25 14:27,279.0500,279.1000,279.0500,279.1000,252.0000,360062.0000
2017-08-25 14:28,279.1000,279.1000,279.0500,279.0500,14.0000,360066.0000
2017-08-25 14:29,279.0500,279.1000,279.0500,279.1000,30.0000,360074.0000
2017-08-25 14:30,279.1000,279.1500,279.0500,279.1000,512.0000,360298.0000
2017-08-25 14:31,279.1000,279.1500,279.1000,279.1500,68.0000,360300.0000
2017-08-25 14:32,279.1500,279.1500,279.1000,279.1000,308.0000,360170.0000
2017-08-25 14:33,279.1000,279.1000,279.0500,279.0500,48.0000,360142.0000
2017-08-25 14:34,279.0500,279.0500,279.0000,279.0500,492.0000,359930.0000
2017-08-25 14:35,279.0500,279.1000,279.0500,279.0500,146.0000,359932.0000
2017-08-25 14:36,279.0500,279.1500,279.0500,279.1500,700.0000,359940.0000
2017-08-25 14:37,279.1500,279.2000,279.1000,279.1500,1188.0000,360212.0000
2017-08-25 14:38,279.1500,279.1500,279.1000,279.1000,320.0000,360256.0000
2017-08-25 14:39,279.1000,279.1500,279.1000,279.1000,116.0000,360210.0000
2017-08-25 14:40,279.1000,279.1500,279.1000,279.1500,266.0000,360342.0000
2017-08-25 14:41,279.1500,279.1500,279.1000,279.1000,312.0000,360226.0000
2017-08-25 14:42,279.1000,279.1000,279.0500,279.1000,470.0000,360080.0000
2017-08-25 14:43,279.0500,279.1000,279.0000,279.0000,100.0000,360072.0000
2017-08-25 14:44,279.0500,279.1000,279.0000,279.0500,120.0000,360000.0000
2017-08-25 14:45,279.1000,279.1000,279.0500,279.1000,286.0000,359992.0000
2017-08-25 14:46,279.1000,279.1000,279.0500,279.0500,170.0000,359924.0000
2017-08-25 14:47,279.0500,279.1000,279.0500,279.0500,154.0000,359780.0000
2017-08-25 14:48,279.1000,279.1000,279.0500,279.0500,96.0000,359768.0000
2017-08-25 14:49,279.0500,279.1000,279.0500,279.1000,240.0000,359724.0000
2017-08-25 14:50,279.0500,279.1000,279.0500,279.1000,98.0000,359712.0000
2017-08-25 14:51,279.1000,279.1000,279.0500,279.1000,160.0000,359628.0000
2017-08-25 14:52,279.1000,279.1000,279.0500,279.0500,26.0000,359602.0000
2017-08-25 14:53,279.0500,279.1000,279.0500,279.0500,114.0000,359576.0000
2017-08-25 14:54,279.0500,279.1000,279.0500,279.1000,180.0000,359504.0000
2017-08-25 14:55,279.1000,279.1000,278.9500,279.0000,710.0000,359162.0000
2017-08-25 14:56,279.0000,279.0500,278.9500,279.0500,234.0000,359100.0000
2017-08-25 14:57,279.0500,279.0500,279.0000,279.0000,530.0000,358780.0000
2017-08-25 14:58,279.0000,279.0500,279.0000,279.0500,342.0000,358570.0000
2017-08-25 14:59,279.0000,279.1000,279.0000,279.1000,1268.0000,358562.0000
2017-08-25 15:00,279.0500,279.0500,279.0500,279.0500,6.0000,358560.0000
2017-08-25 20:59,278.9500,278.9500,278.9500,278.9500,134.0000,358490.0000
2017-08-25 21:00,278.9000,279.0000,278.8500,278.9500,954.0000,358400.0000
2017-08-25 21:01,278.9000,279.0000,278.8500,278.9500,378.0000,358334.0000
2017-08-25 21:02,278.9500,279.0000,278.9500,279.0000,86.0000,358310.0000
2017-08-25 21:03,279.0000,279.0000,278.9000,278.9500,256.0000,358242.0000
2017-08-25 21:04,278.9500,278.9500,278.9000,278.9000,92.0000,358300.0000
2017-08-25 21:05,278.9500,279.0000,278.9500,279.0000,84.0000,358262.0000
2017-08-25 21:06,279.0000,279.0500,278.9500,279.0000,602.0000,358084.0000
2017-08-25 21:07,279.0000,279.0500,278.9500,279.0000,1362.0000,357612.0000
2017-08-25 21:08,279.0500,279.0500,279.0000,279.0500,378.0000,357900.0000
2017-08-25 21:09,279.0500,279.0500,279.0000,279.0000,430.0000,357748.0000
2017-08-25 21:10,279.0000,279.0500,279.0000,279.0500,308.0000,357886.0000
2017-08-25 21:11,279.0500,279.0500,279.0000,279.0000,206.0000,357802.0000
2017-08-25 21:12,279.0000,279.1000,279.0000,279.1000,582.0000,357880.0000
2017-08-25 21:13,279.0500,279.1000,279.0500,279.1000,388.0000,357982.0000
2017-08-25 21:14,279.1000,279.1500,279.0500,279.0500,496.0000,358064.0000
2017-08-25 21:15,279.0000,279.3500,279.0000,279.3500,1036.0000,358124.0000
2017-08-25 21:16,279.3500,279.7000,279.3500,279.7000,2368.0000,358378.0000
2017-08-25 21:17,279.6500,280.4000,279.6000,280.0000,7552.0000,358110.0000
2017-08-25 21:18,280.0000,280.1000,279.9500,280.0000,3308.0000,357764.0000
2017-08-25 21:19,280.0000,280.1000,279.9500,280.0000,2548.0000,357052.0000
2017-08-25 21:20,280.0000,280.1000,280.0000,280.0000,1454.0000,357090.0000
2017-08-25 21:21,280.0000,280.0500,279.8500,279.9000,890.0000,357292.0000
2017-08-25 21:22,279.9000,280.0000,279.9000,280.0000,1078.0000,357384.0000
2017-08-25 21:23,280.0500,280.1500,280.0000,280.1000,1528.0000,357454.0000
2017-08-25 21:24,280.0500,280.1000,279.9000,279.9500,702.0000,357608.0000
2017-08-25 21:25,279.9500,280.0500,279.9500,280.0000,410.0000,357716.0000
2017-08-25 21:26,280.0000,280.0000,279.9000,279.9000,286.0000,357750.0000
2017-08-25 21:27,279.9500,279.9500,279.8500,279.9500,452.0000,357750.0000
2017-08-25 21:28,279.9000,279.9500,279.8000,279.8000,612.0000,357766.0000
2017-08-25 21:29,279.8000,279.9500,279.7500,279.9000,738.0000,357690.0000
2017-08-25 21:30,279.9000,279.9500,279.8500,279.8500,300.0000,357724.0000
2017-08-25 21:31,279.8500,279.9500,279.8500,279.9500,730.0000,357822.0000
2017-08-25 21:32,279.9500,280.0000,279.9000,279.9500,446.0000,357984.0000
2017-08-25 21:33,279.9500,279.9500,279.8500,279.9500,304.0000,358010.0000
2017-08-25 21:34,279.9500,280.0000,279.8500,279.9500,338.0000,357918.0000
2017-08-25 21:35,279.9500,280.0000,279.8500,279.9000,502.0000,357900.0000
2017-08-25 21:36,279.9000,279.9500,279.8500,279.9000,398.0000,358032.0000
2017-08-25 21:37,279.9000,280.0000,279.9000,279.9500,404.0000,357954.0000
2017-08-25 21:38,279.9000,279.9000,279.8500,279.8500,106.0000,358014.0000
2017-08-25 21:39,279.8500,279.9500,279.8000,279.9000,548.0000,358064.0000
2017-08-25 21:40,279.8500,279.9000,279.4000,279.4500,1446.0000,357938.0000
2017-08-25 21:41,279.4000,279.5500,276.9000,277.4000,17920.0000,357380.0000
2017-08-25 21:42,277.4000,278.0500,277.2000,278.0000,5516.0000,357194.0000
2017-08-25 21:43,277.9500,278.0500,277.6000,278.0000,4976.0000,357068.0000
2017-08-25 21:44,277.9500,278.3000,277.9500,278.1000,3872.0000,356882.0000
2017-08-25 21:45,278.0500,278.2000,277.9500,278.0500,3484.0000,356768.0000
2017-08-25 21:46,278.0500,278.1500,277.9500,278.1000,1130.0000,356766.0000
2017-08-25 21:47,278.1500,278.3000,278.1000,278.1000,1036.0000,356772.0000
2017-08-25 21:48,278.1500,278.1500,278.0500,278.1500,1050.0000,357018.0000
2017-08-25 21:49,278.1500,278.1500,277.9500,277.9500,1378.0000,357140.0000
2017-08-25 21:50,278.0000,278.0500,277.8500,277.9500,1580.0000,357160.0000
2017-08-25 21:51,277.9000,278.0000,277.8500,277.9000,1010.0000,357302.0000
2017-08-25 21:52,277.9000,277.9000,277.6000,277.7500,2244.0000,357270.0000
2017-08-25 21:53,277.7500,277.9000,277.7000,277.7500,814.0000,357016.0000
2017-08-25 21:54,277.7500,277.8500,277.6500,277.8000,916.0000,356990.0000
2017-08-25 21:55,277.8000,277.8000,277.5500,277.7500,1604.0000,357140.0000
2017-08-25 21:56,277.7500,277.8500,277.6500,277.7500,814.0000,357104.0000
2017-08-25 21:57,277.7500,277.7500,277.6000,277.7500,696.0000,357004.0000
2017-08-25 21:58,277.7000,277.8000,277.6500,277.7000,1168.0000,357088.0000
2017-08-25 21:59,277.7000,277.7500,277.5500,277.5500,1704.0000,356940.0000
2017-08-25 22:00,277.5500,278.1500,277.3000,278.0500,4556.0000,357394.0000
2017-08-25 22:01,278.1000,279.5000,278.0500,279.4500,5150.0000,357034.0000
2017-08-25 22:02,279.5000,279.5500,278.6000,278.6500,5246.0000,356648.0000
2017-08-25 22:03,278.7000,278.7500,278.5500,278.7000,2686.0000,356320.0000
2017-08-25 22:04,278.7000,278.8500,278.6500,278.7500,1768.0000,356492.0000
2017-08-25 22:05,278.7500,278.9500,278.7500,278.9000,1022.0000,356382.0000
2017-08-25 22:06,278.9500,278.9500,278.7000,278.8000,1922.0000,356016.0000
2017-08-25 22:07,278.8000,278.9000,278.8000,278.8500,792.0000,356012.0000
2017-08-25 22:08,278.9500,279.1000,278.8500,279.1000,2056.0000,356058.0000
2017-08-25 22:09,279.1500,279.4000,279.1000,279.2000,1742.0000,355992.0000
2017-08-25 22:10,279.2000,279.2500,279.1000,279.2000,1104.0000,356094.0000
2017-08-25 22:11,279.2000,279.2000,278.9000,278.9000,1038.0000,356048.0000
2017-08-25 22:12,278.8500,279.0500,278.8000,278.9000,1158.0000,356008.0000
2017-08-25 22:13,278.9000,279.0000,278.8500,278.9000,460.0000,356066.0000
2017-08-25 22:14,278.9000,279.0000,278.9000,278.9000,488.0000,356042.0000
2017-08-25 22:15,278.9000,279.0000,278.8000,278.9000,584.0000,356058.0000
2017-08-25 22:16,278.9000,278.9000,278.6500,278.7500,698.0000,356266.0000
2017-08-25 22:17,278.7000,278.8500,278.7000,278.8000,510.0000,356172.0000
2017-08-25 22:18,278.7500,278.9500,278.7500,278.9000,516.0000,356220.0000
2017-08-25 22:19,278.9000,278.9500,278.8500,278.9000,338.0000,356258.0000
2017-08-25 22:20,278.9000,278.9000,278.7500,278.8500,358.0000,356232.0000
2017-08-25 22:21,278.8500,279.0500,278.8500,279.0000,664.0000,356246.0000
2017-08-25 22:22,279.0000,279.1000,279.0000,279.0500,442.0000,356186.0000
2017-08-25 22:23,279.0500,279.3000,279.0500,279.2500,982.0000,356114.0000
2017-08-25 22:24,279.2500,279.2500,279.1000,279.1500,428.0000,356170.0000
2017-08-25 22:25,279.1500,279.2000,279.1000,279.1000,522.0000,356246.0000
2017-08-25 22:26,279.1000,279.1500,278.9500,279.0000,336.0000,356258.0000
2017-08-25 22:27,279.0000,279.2000,279.0000,279.1500,408.0000,356148.0000
2017-08-25 22:28,279.1500,279.2000,279.0500,279.1000,252.0000,356134.0000
2017-08-25 22:29,279.1000,279.3500,279.0500,279.3500,746.0000,356198.0000
2017-08-25 22:30,279.3500,279.4500,279.1500,279.2000,1008.0000,356414.0000
2017-08-25 22:31,279.2000,279.2000,279.0500,279.1500,744.0000,356520.0000
2017-08-25 22:32,279.1500,279.3000,279.1500,279.2500,608.0000,356496.0000
2017-08-25 22:33,279.2500,279.3500,279.1500,279.3000,686.0000,356618.0000
2017-08-25 22:34,279.3000,279.3500,279.2000,279.2500,760.0000,356468.0000
2017-08-25 22:35,279.2500,279.3000,279.1500,279.1500,142.0000,356428.0000
2017-08-25 22:36,279.1500,279.2000,279.0000,279.0500,376.0000,356496.0000
2017-08-25 22:37,279.0500,279.1000,279.0000,279.0500,350.0000,356502.0000
2017-08-25 22:38,279.0500,279.1000,279.0500,279.0500,226.0000,356482.0000
2017-08-25 22:39,279.0500,279.2000,279.0500,279.1500,164.0000,356488.0000
2017-08-25 22:40,279.1500,279.2500,279.1500,279.2000,416.0000,356488.0000
2017-08-25 22:41,279.2000,279.3000,279.1500,279.2500,302.0000,356490.0000
2017-08-25 22:42,279.2500,279.4000,279.2500,279.3000,410.0000,356502.0000
2017-08-25 22:43,279.3000,279.4000,279.2500,279.3000,260.0000,356506.0000
