#IF1709.CFE,IF1709,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,open,high,low,last,ask,bid,volume,ask5,ask4,ask3,ask2,ask1,bid1,bid2,bid3,bid4,bid5,asize5,asize4,asize3,asize2,asize1,bsize1,bsize2,bsize3,bsize4,bsize5
2017/8/22 9:30,3725.2,3728,3723,3724.4,3724.4,3724.2,155,3725.2,3725,3724.8,3724.6,3724.4,3724.2,3723.8,3723.6,3723.2,3722.8,7,7,1,1,1,3,1,3,2,1
2017/8/22 9:30,3725.2,3728,3723,3724.2,3724.4,3724.2,156,3725.8,3725.2,3725,3724.6,3724.4,3724.2,3723.8,3723.6,3723.2,3722.8,6,7,7,1,1,2,1,3,2,1
2017/8/22 9:30,3725.2,3728,3723,3724.2,3724.4,3724.2,157,3725.8,3725.2,3725,3724.6,3724.4,3724.2,3723.8,3723.2,3722.8,3722.6,6,7,6,1,1,1,1,2,1,3
2017/8/22 9:30,3725.2,3728,3723,3724.2,3724.2,3723.8,158,3725.2,3725,3724.6,3724.4,3724.2,3723.8,3723.2,3722.8,3722.6,3722.2,6,6,1,1,1,1,2,1,3,1
2017/8/22 9:30,3725.2,3728,3723,3724.2,3724.2,3723.8,159,3725.2,3725,3724.6,3724.4,3724.2,3723.8,3723.2,3722.8,3722.6,3722.2,6,6,1,1,1,1,1,1,3,1
2017/8/22 9:30,3725.2,3728,3723,3724.2,3724.2,3723.8,159,3725.2,3725,3724.6,3724.4,3724.2,3723.8,3723.2,3722.8,3722.6,3722.2,6,6,1,1,2,1,1,1,3,1
2017/8/22 9:30,3725.2,3728,3723,3724.2,3724.2,3723.2,161,3725.2,3725,3724.6,3724.4,3724.2,3723.2,3722.6,3722.2,3721.4,3721.2,6,6,1,1,2,1,3,1,1,1
2017/8/22 9:30,3725.2,3728,3723,3724.2,3724.2,3723.2,163,3725.2,3725,3724.6,3724.4,3724.2,3723.2,3722.6,3722.2,3721.4,3721.2,6,6,1,1,1,1,3,1,1,1
2017/8/22 9:30,3725.2,3728,3723,3724.2,3723.8,3723.2,163,3725,3724.6,3724.4,3724.2,3723.8,3723.2,3722.6,3722.2,3721.4,3721.2,3,1,1,1,1,1,3,1,1,1
2017/8/22 9:30,3725.2,3728,3723,3723.6,3723.8,3723.6,164,3725,3724.6,3724.4,3724.2,3723.8,3723.6,3723.2,3722.6,3722.2,3721.4,3,1,1,1,1,3,1,3,1,1
2017/8/22 9:30,3725.2,3728,3723,3723.8,3723.8,3723.6,165,3725,3724.6,3724.4,3724.2,3723.8,3723.6,3722.6,3722.2,3721.4,3721.2,3,1,1,1,1,3,3,1,1,1
2017/8/22 9:30,3725.2,3728,3723,3723.8,3724.2,3723.8,166,3725.2,3725,3724.6,3724.4,3724.2,3723.8,3723.6,3722.6,3722.2,3721.4,6,3,1,1,1,7,6,3,1,1
2017/8/22 9:30,3725.2,3728,3723,3723.8,3724.2,3723.8,168,3725.2,3725,3724.6,3724.4,3724.2,3723.8,3723.6,3722.6,3722.2,3721.4,6,3,1,1,1,7,6,3,1,1
2017/8/22 9:30,3725.2,3728,3723,3724,3724,3723.8,169,3725,3724.6,3724.4,3724.2,3724,3723.8,3723.6,3722.6,3722.2,3721.4,3,1,1,6,2,7,6,3,1,1
2017/8/22 9:30,3725.2,3728,3723,3724,3724,3723.8,169,3725,3724.6,3724.4,3724.2,3724,3723.8,3723.6,3722.6,3722.2,3721.4,3,1,1,6,2,7,7,3,1,1
2017/8/22 9:30,3725.2,3728,3723,3723.8,3724,3723.8,170,3725,3724.6,3724.4,3724.2,3724,3723.8,3723.6,3722.6,3722.2,3721.4,3,1,1,11,2,6,7,3,1,1
2017/8/22 9:30,3725.2,3728,3723,3723.8,3724,3723.8,171,3725,3724.6,3724.4,3724.2,3724,3723.8,3723.6,3722.6,3722.2,3721.4,3,1,1,11,2,5,7,3,1,1
2017/8/22 9:30,3725.2,3728,3723,3724.2,3724.2,3723.8,175,3725.2,3725,3724.6,3724.4,3724.2,3723.8,3723.6,3722.6,3722.2,3721.4,6,3,1,1,10,4,4,3,1,1
2017/8/22 9:30,3725.2,3728,3723,3724.2,3724,3723.8,176,3725,3724.6,3724.4,3724.2,3724,3723.8,3723.6,3722.6,3722.2,3721.4,3,1,1,9,1,4,4,3,1,1
2017/8/22 9:30,3725.2,3728,3723,3723.8,3724.2,3724,179,3725.2,3725,3724.6,3724.4,3724.2,3724,3723.8,3723.6,3722.6,3722.2,6,3,1,1,9,1,2,4,3,1
2017/8/22 9:30,3725.2,3728,3723,3724,3724,3723.8,181,3725,3724.6,3724.4,3724.2,3724,3723.8,3723.6,3722.6,3722.2,3721.4,2,1,1,9,3,2,1,3,1,1
2017/8/22 9:30,3725.2,3728,3723,3724,3723.8,3723.6,184,3724.6,3724.4,3724.2,3724,3723.8,3723.6,3722.6,3722.2,3721.4,3721.2,1,1,9,4,1,1,3,1,1,1
2017/8/22 9:30,3725.2,3728,3723,3723.6,3723.6,3722.6,186,3724.4,3724.2,3724,3723.8,3723.6,3722.6,3722.2,3721.4,3721.2,3721,1,9,4,1,1,3,1,1,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3722.6,3723.4,3722.6,187,3724.2,3724,3723.8,3723.6,3723.4,3722.6,3722.2,3721.4,3721.2,3721,9,4,1,1,1,2,1,1,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3723.4,3723.6,3722.6,189,3724.4,3724.2,3724,3723.8,3723.6,3722.6,3722.2,3721.4,3721.2,3721,1,9,4,1,1,1,1,1,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3723.4,3723.6,3722.8,189,3724.4,3724.2,3724,3723.8,3723.6,3722.8,3722.6,3722.2,3721.4,3721.2,1,9,4,1,1,1,1,1,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3723,3723.8,3722.6,191,3724.6,3724.4,3724.2,3724,3723.8,3722.6,3722.2,3721.4,3721.2,3721,1,1,9,4,1,2,1,1,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3723,3723.6,3722.8,191,3724.4,3724.2,3724,3723.8,3723.6,3722.8,3722.6,3722.2,3721.4,3721.2,1,9,4,1,1,3,2,1,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3723,3723.6,3723,191,3724.4,3724.2,3724,3723.8,3723.6,3723,3722.8,3722.6,3722.2,3721.4,1,9,4,1,1,3,3,2,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3723,3723.6,3723.2,191,3724.4,3724.2,3724,3723.8,3723.6,3723.2,3723,3722.8,3722.6,3722.2,1,9,4,1,1,1,3,3,2,1
2017/8/22 9:30,3725.2,3728,3722.6,3723,3723.8,3723.6,191,3725,3724.4,3724.2,3724,3723.8,3723.6,3723.2,3723,3722.8,3722.6,3,1,4,2,1,1,2,3,3,2
2017/8/22 9:30,3725.2,3728,3722.6,3723.8,3724,3723.6,192,3725.2,3725,3724.4,3724.2,3724,3723.6,3723.2,3723,3722.8,3722.6,6,3,1,4,2,1,1,3,3,2
2017/8/22 9:30,3725.2,3728,3722.6,3723.8,3724,3723.6,192,3725.2,3725,3724.4,3724.2,3724,3723.6,3723.2,3723,3722.8,3722.6,6,3,1,4,3,1,1,3,3,2
2017/8/22 9:30,3725.2,3728,3722.6,3723.8,3723.8,3723.6,192,3725,3724.4,3724.2,3724,3723.8,3723.6,3723.2,3722.8,3722.6,3722.2,3,4,4,3,1,1,1,3,2,1
2017/8/22 9:30,3725.2,3728,3722.6,3723.6,3724,3723.2,196,3725.2,3725,3724.4,3724.2,3724,3723.2,3722.8,3722.6,3722.2,3721.4,6,3,4,4,3,1,1,2,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3724,3724,3723.2,197,3725.2,3725,3724.4,3724.2,3724,3723.2,3722.8,3722.6,3722.2,3721.4,6,3,4,4,2,1,1,2,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3724,3724,3723.8,197,3725.2,3725,3724.4,3724.2,3724,3723.8,3723.2,3722.8,3722.6,3722.2,6,3,4,4,7,7,1,1,2,1
2017/8/22 9:30,3725.2,3728,3722.6,3724,3724,3723.8,201,3725.2,3725,3724.4,3724.2,3724,3723.8,3723.2,3722.8,3722.6,3722.2,6,3,4,4,3,7,1,1,2,1
2017/8/22 9:30,3725.2,3728,3722.6,3724,3724,3723.8,202,3725.2,3725,3724.4,3724.2,3724,3723.8,3723.2,3722.8,3722.6,3722.2,6,3,4,4,2,7,1,1,2,1
2017/8/22 9:30,3725.2,3728,3722.6,3724,3724,3723.8,202,3725.2,3725,3724.4,3724.2,3724,3723.8,3723.2,3722.8,3722.6,3722.2,6,3,4,4,3,7,1,1,2,1
2017/8/22 9:30,3725.2,3728,3722.6,3723.8,3724,3723.8,205,3725.2,3725,3724.4,3724.2,3724,3723.8,3723.2,3722.8,3722.6,3722.2,1,3,4,4,2,5,1,1,2,1
2017/8/22 9:30,3725.2,3728,3722.6,3724,3724,3723.8,209,3725.2,3725,3724.4,3724.2,3724,3723.8,3723.2,3722.8,3722.6,3722.2,1,2,4,4,2,3,1,1,2,1
2017/8/22 9:30,3725.2,3728,3722.6,3724,3724,3723.8,210,3725.2,3725,3724.4,3724.2,3724,3723.8,3723.2,3722.8,3722.6,3722.2,1,2,3,4,1,3,1,1,2,1
2017/8/22 9:30,3725.2,3728,3722.6,3724.2,3724.2,3723.8,212,3725.8,3725.2,3725,3724.4,3724.2,3723.8,3723.2,3722.8,3722.6,3722.2,2,1,2,3,3,4,1,1,2,1
2017/8/22 9:30,3725.2,3728,3722.6,3724.2,3724.2,3724,212,3725.8,3725.2,3725,3724.4,3724.2,3724,3723.8,3723.2,3722.8,3722.6,2,1,2,3,3,1,4,1,1,2
2017/8/22 9:30,3725.2,3728,3722.6,3724.2,3724.4,3724.2,215,3726,3725.8,3725.2,3725,3724.4,3724.2,3724,3723.8,3723.2,3722.8,2,2,1,2,3,2,1,4,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3724.4,3724.4,3724.2,216,3726,3725.8,3725.2,3725,3724.4,3724.2,3723.8,3723.2,3722.8,3722.6,2,2,1,2,2,3,4,1,1,2
2017/8/22 9:30,3725.2,3728,3722.6,3724.4,3725,3724.2,218,3726.4,3726,3725.8,3725.2,3725,3724.2,3723.8,3723.2,3722.8,3722.6,1,2,2,1,2,3,3,1,1,2
2017/8/22 9:30,3725.2,3728,3722.6,3725,3725,3724.4,219,3726.4,3726,3725.8,3725.2,3725,3724.4,3724.2,3723.8,3723.2,3722.8,1,2,2,1,1,1,3,3,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3724.4,3724.8,3724.6,221,3726,3725.8,3725.2,3725,3724.8,3724.6,3724.2,3723.8,3723.2,3722.8,2,2,1,2,3,1,3,3,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3724.4,3724.8,3724.6,221,3726,3725.8,3725.2,3725,3724.8,3724.6,3724.4,3724.2,3723.8,3723.2,2,2,1,2,3,1,4,3,3,1
2017/8/22 9:30,3725.2,3728,3722.6,3724.4,3724.8,3724.4,221,3726,3725.8,3725.2,3725,3724.8,3724.4,3724.2,3723.8,3723.2,3722.8,2,2,1,2,3,4,3,3,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3724.4,3724.8,3724.4,221,3726,3725.8,3725.2,3725,3724.8,3724.4,3724.2,3723.8,3723.2,3722.8,2,2,1,2,3,4,2,3,1,1
2017/8/22 9:30,3725.2,3728,3722.6,3724.4,3724.8,3724.6,221,3726,3725.8,3725.2,3725,3724.8,3724.6,3724.4,3724.2,3723.8,3723.2,2,2,2,2,3,2,4,2,3,1
2017/8/22 9:30,3725.2,3728,3722.6,3724.8,3724.8,3724.6,223,3726,3725.8,3725.2,3725,3724.8,3724.6,3724.4,3724.2,3723.8,3723,2,2,2,2,1,2,4,2,3,7
2017/8/22 9:30,3725.2,3728,3722.6,3724.8,3725.2,3724.8,227,3727,3726.4,3726,3725.8,3725.2,3724.8,3724.6,3724.4,3724.2,3723.8,1,1,2,2,2,6,2,4,2,3
2017/8/22 9:30,3725.2,3728,3722.6,3725.2,3725.8,3725.2,229,3727.2,3727,3726.4,3726,3725.8,3725.2,3725,3724.8,3724.6,3724.4,5,1,1,2,2,1,2,5,2,4
2017/8/22 9:30,3725.2,3728,3722.6,3725.2,3725.8,3725,231,3727.2,3727,3726.4,3726,3725.8,3725,3724.8,3724.6,3724.4,3724.2,5,1,1,2,2,1,9,2,4,2
2017/8/22 9:30,3725.2,3728,3722.6,3725.8,3725.8,3725.2,232,3727.2,3727,3726.4,3726,3725.8,3725.2,3725,3724.8,3724.6,3724.4,5,1,1,2,1,1,1,9,2,4
2017/8/22 9:30,3725.2,3728,3722.6,3725.8,3726,3725.2,234,3727.8,3727.2,3727,3726.4,3726,3725.2,3725,3724.8,3724.6,3724.4,2,5,1,1,2,1,1,9,2,4
2017/8/22 9:30,3725.2,3728,3722.6,3725.8,3726,3725.8,235,3727.8,3727.2,3727,3726.4,3726,3725.8,3725.4,3725.2,3724.8,3724.6,2,5,1,1,2,1,2,1,9,2
2017/8/22 9:30,3725.2,3728,3722.6,3726,3726.4,3725.8,237,3728,3727.8,3727.2,3727,3726.4,3725.8,3725.4,3725.2,3724.8,3724.6,1,2,5,1,1,1,2,1,8,2
2017/8/22 9:30,3725.2,3728,3722.6,3725.2,3725,3724.8,241,3727.8,3727.2,3727,3726.4,3725,3724.8,3724.6,3724.4,3723.8,3723,2,5,1,1,1,8,1,6,4,7
2017/8/22 9:30,3725.2,3728,3722.6,3725,3726.4,3725,242,3727.8,3727.2,3727,3726.8,3726.4,3725,3724.8,3724.6,3724.4,3723.8,2,5,1,1,1,5,6,1,6,4
2017/8/22 9:30,3725.2,3728,3722.6,3725,3726.2,3725.2,242,3727,3726.8,3726.6,3726.4,3726.2,3725.2,3725,3724.8,3724.6,3724.4,1,1,1,1,2,2,4,6,1,6
2017/8/22 9:30,3725.2,3728,3722.6,3725,3726.2,3725.2,242,3727,3726.8,3726.6,3726.4,3726.2,3725.2,3725,3724.8,3724.6,3724.4,1,1,1,1,2,2,3,6,1,6
2017/8/22 9:30,3725.2,3728,3722.6,3725,3726.2,3725.4,242,3727,3726.8,3726.6,3726.4,3726.2,3725.4,3725.2,3725,3724.8,3724.6,1,1,1,1,1,1,1,3,6,1
2017/8/22 9:31,3725.2,3728,3722.6,3726.4,3726.4,3725,245,3727.2,3727,3726.8,3726.6,3726.4,3725,3724.8,3724.6,3724.4,3723.8,5,1,1,1,1,4,6,1,2,4
2017/8/22 9:31,3725.2,3728,3722.6,3725,3725.8,3725,249,3726.8,3726.6,3726.4,3726.2,3725.8,3725,3724.8,3724.6,3724.4,3724,1,1,1,3,1,2,6,1,2,1
2017/8/22 9:31,3725.2,3728,3722.6,3725.8,3726,3725.8,250,3726.8,3726.6,3726.4,3726.2,3726,3725.8,3725,3724.8,3724.4,3724,1,1,2,3,1,1,2,6,2,1
2017/8/22 9:31,3725.2,3728,3722.6,3725.8,3725.8,3725,251,3726.6,3726.4,3726.2,3726,3725.8,3725,3724.8,3724.4,3724,3723.8,1,2,2,1,4,1,6,2,1,4
2017/8/22 9:31,3725.2,3728,3722.6,3725.2,3725.8,3725,252,3726.6,3726.4,3726.2,3726,3725.8,3725,3724.8,3724.4,3724,3723.8,1,2,1,2,3,1,6,2,1,4
2017/8/22 9:31,3725.2,3728,3722.6,3725.8,3726,3725.4,256,3726.8,3726.6,3726.4,3726.2,3726,3725.4,3725,3724.8,3724.4,3724,1,1,2,1,2,1,1,6,2,1
2017/8/22 9:31,3725.2,3728,3722.6,3726,3725.8,3725.6,259,3727,3726.8,3726.6,3726.4,3725.8,3725.6,3725.4,3725,3724.8,3724,1,1,1,2,1,1,1,1,6,1
2017/8/22 9:31,3725.2,3728,3722.6,3725.6,3726.4,3725.4,260,3727.2,3727,3726.8,3726.6,3726.4,3725.4,3725,3724.8,3724,3723.8,5,1,1,1,2,1,1,6,1,4
2017/8/22 9:31,3725.2,3728,3722.6,3725.6,3726.2,3725.6,260,3727,3726.8,3726.6,3726.4,3726.2,3725.6,3725.4,3725,3724.8,3724,1,1,1,2,1,1,1,2,5,1
2017/8/22 9:31,3725.2,3728,3722.6,3725.6,3726.2,3725.6,260,3727.2,3727,3726.8,3726.4,3726.2,3725.6,3725.4,3725,3724.8,3724,5,1,1,1,1,1,1,2,5,1
2017/8/22 9:31,3725.2,3728,3722.6,3725.4,3726.2,3725,262,3727.2,3727,3726.8,3726.4,3726.2,3725,3724.8,3724,3723.8,3723,5,1,1,1,1,2,5,1,4,7
2017/8/22 9:31,3725.2,3728,3722.6,3725.2,3726,3725.2,263,3727,3726.8,3726.4,3726.2,3726,3725.2,3725,3724.8,3724,3723.8,1,1,1,1,1,1,2,5,1,4
2017/8/22 9:31,3725.2,3728,3722.6,3726,3725.8,3725.2,264,3727,3726.4,3726.2,3726,3725.8,3725.2,3725,3724.8,3724,3723.8,1,1,2,2,1,1,2,5,1,4
2017/8/22 9:31,3725.2,3728,3722.6,3725,3725.6,3725,266,3726.4,3726.2,3726,3725.8,3725.6,3725,3724.8,3724,3723.8,3723,1,2,1,1,1,1,5,1,4,7
2017/8/22 9:31,3725.2,3728,3722.6,3725.6,3725.8,3725.6,269,3727,3726.4,3726.2,3726,3725.8,3725.6,3724.8,3724,3723.8,3723,1,2,2,1,1,1,5,1,4,7
2017/8/22 9:31,3725.2,3728,3722.6,3725.6,3725,3724.8,270,3726.2,3726,3725.8,3725.6,3725,3724.8,3724,3723.8,3723,3722.8,2,1,1,4,1,5,1,4,7,1
2017/8/22 9:31,3725.2,3728,3722.6,3724.8,3725.2,3724.8,272,3726.2,3726,3725.8,3725.6,3725.2,3724.8,3724,3723.8,3723,3722.8,3,1,1,5,1,4,1,4,7,1
2017/8/22 9:31,3725.2,3728,3722.6,3724.8,3725.2,3724.8,273,3726.2,3726,3725.8,3725.6,3725.2,3724.8,3724,3723.8,3723,3722.8,3,1,1,3,1,3,1,4,7,1
2017/8/22 9:31,3725.2,3728,3722.6,3724,3725.2,3723.8,277,3726.2,3726,3725.8,3725.6,3725.2,3723.8,3723.2,3723,3722.8,3722.6,3,1,1,2,1,4,1,7,1,2
