time,open,high,low,last,volume,bid,ask,bsize1,asize1
2017-08-25 13:45:55.504998,279.30,279.75,278.60,278.90,94028.00,278.90,278.95,12,169
2017-08-25 13:45:56.005005,279.30,279.75,278.60,278.90,94028.00,278.90,278.95,10,168
2017-08-25 13:45:56.505002,279.30,279.75,278.60,278.90,94028.00,278.90,278.95,10,171
2017-08-25 13:45:57.005000,279.30,279.75,278.60,278.90,94030.00,278.90,278.95,7,171
2017-08-25 13:45:57.504997,279.30,279.75,278.60,278.90,94030.00,278.90,278.95,7,202
2017-08-25 13:45:58.005004,279.30,279.75,278.60,278.90,94036.00,278.90,278.95,1,202
2017-08-25 13:45:58.505001,279.30,279.75,278.60,278.90,94038.00,278.85,278.90,339,25
2017-08-25 13:45:59.504996,279.30,279.75,278.60,278.90,94038.00,278.85,278.90,339,30
2017-08-25 13:46:01.004998,279.30,279.75,278.60,278.85,94040.00,278.85,278.90,338,33
2017-08-25 13:46:02.005003,279.30,279.75,278.60,278.85,94040.00,278.85,278.90,338,34
2017-08-25 13:46:02.505000,279.30,279.75,278.60,278.90,94042.00,278.85,278.90,338,33
2017-08-25 13:46:03.004997,279.30,279.75,278.60,278.90,94042.00,278.85,278.90,338,34
2017-08-25 13:46:03.505004,279.30,279.75,278.60,278.90,94042.00,278.85,278.90,338,30
2017-08-25 13:46:11.005004,279.30,279.75,278.60,278.85,94048.00,278.85,278.90,335,31
2017-08-25 13:46:15.505000,279.30,279.75,278.60,278.85,94048.00,278.85,278.90,336,31
2017-08-25 13:46:17.005002,279.30,279.75,278.60,278.85,94048.00,278.85,278.90,336,30
2017-08-25 13:46:18.004996,279.30,279.75,278.60,278.85,94050.00,278.85,278.90,335,30
2017-08-25 13:46:18.505004,279.30,279.75,278.60,278.85,94050.00,278.85,278.90,335,31
2017-08-25 13:46:19.005001,279.30,279.75,278.60,278.90,94070.00,278.85,278.90,335,21
2017-08-25 13:46:23.504997,279.30,279.75,278.60,278.85,94082.00,278.85,278.90,329,22
2017-08-25 13:46:24.005004,279.30,279.75,278.60,278.85,94082.00,278.85,278.90,329,29
2017-08-25 13:46:25.504996,279.30,279.75,278.60,278.90,94088.00,278.85,278.90,329,26
2017-08-25 13:46:33.505003,279.30,279.75,278.60,278.90,94112.00,278.85,278.90,329,16
2017-08-25 13:46:34.005000,279.30,279.75,278.60,278.90,94124.00,278.85,278.90,329,8
2017-08-25 13:46:34.504997,279.30,279.75,278.60,278.90,94140.00,278.90,278.95,6,197
2017-08-25 13:46:42.505004,279.30,279.75,278.60,278.90,94152.00,278.85,278.95,237,197
2017-08-25 13:46:43.005001,279.30,279.75,278.60,278.90,94152.00,278.85,278.95,308,195
2017-08-25 13:46:50.005004,279.30,279.75,278.60,278.90,94152.00,278.90,278.95,2,195
2017-08-25 13:46:50.505001,279.30,279.75,278.60,278.90,94152.00,278.90,278.95,2,197
2017-08-25 13:46:56.005001,279.30,279.75,278.60,278.90,94156.00,278.85,278.90,308,4
2017-08-25 13:47:00.005000,279.30,279.75,278.60,278.90,94158.00,278.85,278.90,308,3
2017-08-25 13:47:01.005004,279.30,279.75,278.60,278.90,94160.00,278.90,278.95,2,194
2017-08-25 13:47:01.505002,279.30,279.75,278.60,278.90,94164.00,278.85,278.95,309,194
2017-08-25 13:47:02.004999,279.30,279.75,278.60,278.90,94164.00,278.85,278.95,309,192
2017-08-25 13:47:02.504996,279.30,279.75,278.60,278.90,94164.00,278.85,278.95,317,192
2017-08-25 13:47:08.505004,279.30,279.75,278.60,278.90,94164.00,278.90,278.95,3,192
2017-08-25 13:47:09.005001,279.30,279.75,278.60,278.90,94164.00,278.90,278.95,3,194
2017-08-25 13:47:10.505003,279.30,279.75,278.60,278.90,94170.00,278.85,278.95,318,194
2017-08-25 13:47:11.005000,279.30,279.75,278.60,278.90,94170.00,278.85,278.95,318,192
2017-08-25 13:47:18.005003,279.30,279.75,278.60,278.90,94170.00,278.90,278.95,8,192
2017-08-25 13:47:18.505000,279.30,279.75,278.60,278.90,94170.00,278.90,278.95,8,194
2017-08-25 13:47:19.004997,279.30,279.75,278.60,278.90,94170.00,278.90,278.95,15,194
2017-08-25 13:47:26.504997,279.30,279.75,278.60,278.90,94170.00,278.90,278.95,16,194
2017-08-25 13:47:29.005003,279.30,279.75,278.60,278.95,94178.00,278.90,278.95,16,190
2017-08-25 13:47:29.505001,279.30,279.75,278.60,278.95,94178.00,278.90,278.95,28,190
2017-08-25 13:47:30.004998,279.30,279.75,278.60,278.95,94178.00,278.90,278.95,36,190
2017-08-25 13:47:32.004997,279.30,279.75,278.60,278.95,94178.00,278.90,278.95,36,189
2017-08-25 13:47:32.505005,279.30,279.75,278.60,278.90,94180.00,278.90,278.95,35,189
2017-08-25 13:47:33.504999,279.30,279.75,278.60,278.90,94180.00,278.90,278.95,37,189
2017-08-25 13:47:34.004996,279.30,279.75,278.60,278.90,94180.00,278.90,278.95,37,180
2017-08-25 13:47:37.005000,279.30,279.75,278.60,278.95,94182.00,278.90,278.95,37,179
2017-08-25 13:47:37.504998,279.30,279.75,278.60,278.95,94182.00,278.90,278.95,82,134
2017-08-25 13:47:38.005005,279.30,279.75,278.60,278.95,94182.00,278.90,278.95,106,94
2017-08-25 13:47:38.505002,279.30,279.75,278.60,278.95,94182.00,278.90,278.95,137,92
2017-08-25 13:47:39.004999,279.30,279.75,278.60,278.95,94182.00,278.90,278.95,139,81
2017-08-25 13:47:45.004997,279.30,279.75,278.60,278.95,94184.00,278.90,278.95,139,80
2017-08-25 13:47:49.004996,279.30,279.75,278.60,278.95,94184.00,278.90,278.95,159,80
2017-08-25 13:47:50.005000,279.30,279.75,278.60,278.95,94184.00,278.90,278.95,159,90
2017-08-25 13:47:52.504997,279.30,279.75,278.60,278.95,94184.00,278.90,278.95,139,90
2017-08-25 13:47:59.005002,279.30,279.75,278.60,278.95,94184.00,278.90,278.95,139,92
2017-08-25 13:47:59.504999,279.30,279.75,278.60,278.95,94186.00,278.90,278.95,139,91
2017-08-25 13:48:01.005001,279.30,279.75,278.60,278.95,94186.00,278.90,278.95,139,93
2017-08-25 13:48:06.505001,279.30,279.75,278.60,278.95,94186.00,278.90,278.95,142,94
2017-08-25 13:48:18.504996,279.30,279.75,278.60,278.95,94186.00,278.90,278.95,142,92
2017-08-25 13:48:24.004997,279.30,279.75,278.60,278.90,94190.00,278.90,278.95,141,92
2017-08-25 13:48:34.005003,279.30,279.75,278.60,278.90,94190.00,278.90,278.95,141,89
2017-08-25 13:48:34.505000,279.30,279.75,278.60,278.90,94190.00,278.90,278.95,139,92
2017-08-25 13:48:37.004997,279.30,279.75,278.60,278.90,94190.00,278.90,278.95,139,94
2017-08-25 13:48:38.005001,279.30,279.75,278.60,278.90,94190.00,278.90,278.95,139,97
2017-08-25 13:48:40.504998,279.30,279.75,278.60,278.95,94192.00,278.90,278.95,139,96
2017-08-25 13:48:45.505001,279.30,279.75,278.60,278.95,94194.00,278.90,278.95,139,95
2017-08-25 13:48:46.504995,279.30,279.75,278.60,278.95,94214.00,278.90,278.95,139,85
2017-08-25 13:48:47.005003,279.30,279.75,278.60,278.95,94214.00,278.90,278.95,139,88
2017-08-25 13:48:50.004997,279.30,279.75,278.60,278.95,94216.00,278.90,278.95,139,87
2017-08-25 13:48:51.504998,279.30,279.75,278.60,278.95,94216.00,278.90,278.95,139,77
2017-08-25 13:48:53.504998,279.30,279.75,278.60,278.95,94218.00,278.90,278.95,139,76
2017-08-25 13:48:58.505001,279.30,279.75,278.60,278.95,94218.00,278.90,278.95,139,77
2017-08-25 13:49:14.004997,279.30,279.75,278.60,278.95,94220.00,278.90,278.95,139,76
2017-08-25 13:49:19.504997,279.30,279.75,278.60,278.90,94226.00,278.90,278.95,136,76
2017-08-25 13:49:21.004999,279.30,279.75,278.60,278.90,94226.00,278.90,278.95,136,77
2017-08-25 13:49:28.504999,279.30,279.75,278.60,278.95,94230.00,278.90,278.95,136,75
2017-08-25 13:49:29.004996,279.30,279.75,278.60,278.95,94230.00,278.90,278.95,137,75
2017-08-25 13:49:31.505003,279.30,279.75,278.60,278.95,94230.00,278.90,278.95,138,75
2017-08-25 13:49:32.005000,279.30,279.75,278.60,278.95,94230.00,278.90,278.95,138,73
2017-08-25 13:49:32.504997,279.30,279.75,278.60,278.90,94234.00,278.90,278.95,136,73
2017-08-25 13:49:34.004999,279.30,279.75,278.60,278.95,94236.00,278.90,278.95,136,72
2017-08-25 13:49:44.004995,279.30,279.75,278.60,278.95,94236.00,278.90,278.95,136,74
2017-08-25 13:49:49.004998,279.30,279.75,278.60,278.95,94236.00,278.90,278.95,138,73
2017-08-25 13:49:49.504996,279.30,279.75,278.60,278.95,94236.00,278.90,278.95,141,73
2017-08-25 13:49:53.004997,279.30,279.75,278.60,278.90,94256.00,278.90,278.95,131,73
2017-08-25 13:49:54.504999,279.30,279.75,278.60,278.90,94276.00,278.90,278.95,121,73
2017-08-25 13:49:55.004996,279.30,279.75,278.60,278.90,94276.00,278.90,278.95,119,73
2017-08-25 13:49:56.005001,279.30,279.75,278.60,278.90,94296.00,278.90,278.95,109,73
2017-08-25 13:49:56.504998,279.30,279.75,278.60,278.90,94298.00,278.90,278.95,108,75
2017-08-25 13:49:57.505003,279.30,279.75,278.60,278.90,94318.00,278.90,278.95,98,75
2017-08-25 13:50:02.504996,279.30,279.75,278.60,278.90,94318.00,278.90,278.95,100,75
2017-08-25 13:50:03.005003,279.30,279.75,278.60,278.90,94318.00,278.90,278.95,110,75
2017-08-25 13:50:03.505000,279.30,279.75,278.60,278.90,94318.00,278.90,278.95,112,73
2017-08-25 13:50:04.004998,279.30,279.75,278.60,278.90,94318.00,278.90,278.95,112,72
2017-08-25 13:50:05.504999,279.30,279.75,278.60,278.90,94318.00,278.90,278.95,114,72
2017-08-25 13:50:07.504999,279.30,279.75,278.60,278.90,94318.00,278.90,278.95,114,79
2017-08-25 13:50:08.004996,279.30,279.75,278.60,278.90,94318.00,278.90,278.95,112,79
2017-08-25 13:50:10.505003,279.30,279.75,278.60,278.90,94318.00,278.90,278.95,112,81
2017-08-25 13:50:11.005000,279.30,279.75,278.60,278.90,94318.00,278.90,278.95,112,82
2017-08-25 13:50:14.505001,279.30,279.75,278.60,278.95,94320.00,278.90,278.95,112,81
2017-08-25 13:50:18.504999,279.30,279.75,278.60,278.95,94320.00,278.90,278.95,114,82
2017-08-25 13:50:20.005001,279.30,279.75,278.60,278.95,94320.00,278.90,278.95,115,82
2017-08-25 13:50:20.504999,279.30,279.75,278.60,278.95,94320.00,278.90,278.95,117,82
2017-08-25 13:50:24.504997,279.30,279.75,278.60,278.95,94320.00,278.90,278.95,119,82
2017-08-25 13:50:29.005003,279.30,279.75,278.60,278.95,94320.00,278.90,278.95,111,82
2017-08-25 13:50:29.505000,279.30,279.75,278.60,278.95,94320.00,278.90,278.95,113,82
2017-08-25 13:50:31.005002,279.30,279.75,278.60,278.95,94320.00,278.90,278.95,82,82
2017-08-25 13:50:32.004997,279.30,279.75,278.60,278.95,94320.00,278.90,278.95,114,82
2017-08-25 13:50:35.005000,279.30,279.75,278.60,278.95,94320.00,278.90,278.95,116,82
2017-08-25 13:50:35.504998,279.30,279.75,278.60,278.95,94320.00,278.90,278.95,117,82
2017-08-25 13:50:38.505002,279.30,279.75,278.60,278.95,94322.00,278.90,278.95,117,81
2017-08-25 13:50:42.505000,279.30,279.75,278.60,278.95,94322.00,278.90,278.95,119,81
2017-08-25 13:50:44.504999,279.30,279.75,278.60,278.95,94322.00,278.90,278.95,121,81
2017-08-25 13:50:45.505004,279.30,279.75,278.60,278.95,94322.00,278.90,278.95,122,81
2017-08-25 13:50:56.004997,279.30,279.75,278.60,278.95,94322.00,278.90,278.95,122,80
2017-08-25 13:50:58.505004,279.30,279.75,278.60,278.95,94322.00,278.90,278.95,123,80
2017-08-25 13:51:01.005000,279.30,279.75,278.60,278.90,94324.00,278.90,278.95,122,80
2017-08-25 13:51:01.504997,279.30,279.75,278.60,278.90,94324.00,278.90,278.95,122,81
2017-08-25 13:51:02.005005,279.30,279.75,278.60,278.90,94324.00,278.90,278.95,142,81
2017-08-25 13:51:02.505002,279.30,279.75,278.60,278.90,94324.00,278.90,278.95,144,81
2017-08-25 13:51:03.004999,279.30,279.75,278.60,278.95,94326.00,278.90,278.95,144,80
2017-08-25 13:51:11.004996,279.30,279.75,278.60,278.95,94326.00,278.90,278.95,144,81
2017-08-25 13:51:11.505004,279.30,279.75,278.60,278.95,94326.00,278.90,278.95,144,83
2017-08-25 13:51:12.504998,279.30,279.75,278.60,278.95,94346.00,278.90,278.95,144,73
2017-08-25 13:51:18.004998,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,143,73
2017-08-25 13:51:28.505002,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,143,75
2017-08-25 13:51:37.505003,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,141,75
2017-08-25 13:51:39.004995,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,139,75
2017-08-25 13:51:40.005000,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,137,75
2017-08-25 13:51:40.504997,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,105,120
2017-08-25 13:51:41.005004,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,103,122
2017-08-25 13:51:42.004999,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,103,119
2017-08-25 13:51:43.505001,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,103,117
2017-08-25 13:51:47.005002,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,109,117
2017-08-25 13:51:50.004996,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,109,118
2017-08-25 13:51:56.005004,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,109,117
2017-08-25 13:51:58.505000,279.30,279.75,278.60,278.90,94348.00,278.90,278.95,109,116
2017-08-25 13:52:01.004997,279.30,279.75,278.60,278.90,94350.00,278.90,278.95,108,116
2017-08-25 13:52:07.005004,279.30,279.75,278.60,278.95,94370.00,278.90,278.95,108,106
2017-08-25 13:52:07.505002,279.30,279.75,278.60,278.95,94370.00,278.90,278.95,108,104
2017-08-25 13:52:08.504996,279.30,279.75,278.60,278.95,94390.00,278.90,278.95,108,96
2017-08-25 13:52:09.005003,279.30,279.75,278.60,278.90,94392.00,278.90,278.95,109,95
2017-08-25 13:52:10.504995,279.30,279.75,278.60,278.95,94416.00,278.90,278.95,107,86
2017-08-25 13:52:14.004996,279.30,279.75,278.60,278.95,94436.00,278.90,278.95,107,76
2017-08-25 13:52:18.005005,279.30,279.75,278.60,278.90,94438.00,278.90,278.95,106,76
2017-08-25 13:52:18.505002,279.30,279.75,278.60,278.90,94438.00,278.90,278.95,106,77
2017-08-25 13:52:20.005004,279.30,279.75,278.60,278.90,94438.00,278.90,278.95,108,77
2017-08-25 13:52:23.004998,279.30,279.75,278.60,278.90,94438.00,278.90,278.95,108,76
2017-08-25 13:52:23.504995,279.30,279.75,278.60,278.90,94438.00,278.90,278.95,108,77
2017-08-25 13:52:26.005002,279.30,279.75,278.60,278.90,94438.00,278.90,278.95,108,79
2017-08-25 13:52:26.504999,279.30,279.75,278.60,278.95,94448.00,278.90,278.95,118,74
2017-08-25 13:52:28.005001,279.30,279.75,278.60,278.95,94448.00,278.90,278.95,118,73
2017-08-25 13:52:28.504998,279.30,279.75,278.60,278.90,94450.00,278.90,278.95,117,73
2017-08-25 13:52:29.004996,279.30,279.75,278.60,278.90,94450.00,278.90,278.95,117,75
2017-08-25 13:52:31.505002,279.30,279.75,278.60,278.90,94450.00,278.90,278.95,118,75
2017-08-25 13:52:40.004996,279.30,279.75,278.60,278.90,94452.00,278.90,278.95,117,74
2017-08-25 13:52:40.505004,279.30,279.75,278.60,278.90,94452.00,278.90,278.95,127,74
2017-08-25 13:52:51.004997,279.30,279.75,278.60,278.90,94452.00,278.90,278.95,127,75
2017-08-25 13:52:53.505004,279.30,279.75,278.60,278.90,94454.00,278.90,278.95,126,74
2017-08-25 13:52:58.004999,279.30,279.75,278.60,278.90,94454.00,278.90,278.95,126,72
2017-08-25 13:52:58.504997,279.30,279.75,278.60,278.90,94456.00,278.90,278.95,125,72
2017-08-25 13:53:02.004998,279.30,279.75,278.60,278.90,94456.00,278.90,278.95,125,71
2017-08-25 13:53:02.505005,279.30,279.75,278.60,278.95,94476.00,278.90,278.95,125,61
2017-08-25 13:53:03.005002,279.30,279.75,278.60,278.90,94480.00,278.90,278.95,125,61
2017-08-25 13:53:06.004996,279.30,279.75,278.60,278.90,94480.00,278.90,278.95,129,61
2017-08-25 13:53:06.505003,279.30,279.75,278.60,278.90,94480.00,278.90,278.95,129,62
2017-08-25 13:53:08.004995,279.30,279.75,278.60,278.90,94480.00,278.90,278.95,172,19
2017-08-25 13:53:08.505003,279.30,279.75,278.60,278.90,94480.00,278.90,278.95,187,19
2017-08-25 13:53:09.504997,279.30,279.75,278.60,278.95,94482.00,278.90,278.95,187,17
2017-08-25 13:53:15.004998,279.30,279.75,278.60,278.95,94482.00,278.90,278.95,188,17
2017-08-25 13:53:16.504999,279.30,279.75,278.60,278.95,94482.00,278.90,278.95,188,52
2017-08-25 13:53:18.005001,279.30,279.75,278.60,278.95,94484.00,278.90,278.95,188,26
2017-08-25 13:53:18.504999,279.30,279.75,278.60,278.95,94488.00,278.90,278.95,188,24
2017-08-25 13:53:23.505002,279.30,279.75,278.60,278.95,94488.00,278.90,278.95,188,25
2017-08-25 13:53:25.005004,279.30,279.75,278.60,278.95,94488.00,278.90,278.95,188,26
2017-08-25 13:53:25.505001,279.30,279.75,278.60,278.90,94490.00,278.90,278.95,187,26
2017-08-25 13:53:27.005003,279.30,279.75,278.60,278.90,94490.00,278.90,278.95,187,29
2017-08-25 13:53:27.505000,279.30,279.75,278.60,278.90,94492.00,278.90,278.95,186,29
2017-08-25 13:53:34.004995,279.30,279.75,278.60,278.90,94492.00,278.90,278.95,187,29
2017-08-25 13:53:37.504996,279.30,279.75,278.60,278.90,94492.00,278.90,278.95,188,29
2017-08-25 13:53:39.504995,279.30,279.75,278.60,278.90,94492.00,278.90,278.95,189,29
2017-08-25 13:53:41.505005,279.30,279.75,278.60,278.90,94492.00,278.90,278.95,190,29
2017-08-25 13:53:44.005001,279.30,279.75,278.60,278.90,94492.00,278.90,278.95,191,29
2017-08-25 13:53:45.004996,279.30,279.75,278.60,278.95,94494.00,278.90,278.95,191,28
2017-08-25 13:53:45.505003,279.30,279.75,278.60,278.95,94494.00,278.90,278.95,191,26
2017-08-25 13:53:46.005000,279.30,279.75,278.60,278.95,94494.00,278.90,278.95,192,26
2017-08-25 13:53:47.505002,279.30,279.75,278.60,278.90,94498.00,278.90,278.95,190,26
2017-08-25 13:53:53.005003,279.30,279.75,278.60,278.90,94498.00,278.90,278.95,190,28
2017-08-25 13:53:53.505000,279.30,279.75,278.60,278.95,94504.00,278.90,278.95,190,25
2017-08-25 13:53:54.505005,279.30,279.75,278.60,278.95,94504.00,278.90,278.95,187,25
2017-08-25 13:53:56.505004,279.30,279.75,278.60,278.95,94516.00,278.90,278.95,187,19
2017-08-25 13:53:58.505003,279.30,279.75,278.60,278.90,94526.00,278.90,278.95,182,19
2017-08-25 13:53:59.005000,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,167,31
2017-08-25 13:53:59.504998,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,163,33
2017-08-25 13:54:01.004999,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,164,39
2017-08-25 13:54:01.504997,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,164,42
2017-08-25 13:54:02.005004,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,164,44
2017-08-25 13:54:03.504996,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,165,41
2017-08-25 13:54:04.005003,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,165,33
2017-08-25 13:54:04.505001,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,167,33
2017-08-25 13:54:05.004998,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,181,33
2017-08-25 13:54:06.005003,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,181,29
2017-08-25 13:54:07.505004,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,190,29
2017-08-25 13:54:11.505003,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,191,30
2017-08-25 13:54:12.504997,279.30,279.75,278.60,278.90,94556.00,278.90,278.95,192,30
2017-08-25 13:54:13.005005,279.30,279.75,278.60,278.95,94596.00,278.90,278.95,192,10
2017-08-25 13:54:13.505002,279.30,279.75,278.60,278.95,94616.00,278.90,278.95,192,5
2017-08-25 13:54:14.004999,279.30,279.75,278.60,278.95,94626.00,278.95,279.00,12,262
2017-08-25 13:54:14.504997,279.30,279.75,278.60,278.95,94626.00,278.95,279.00,15,262
2017-08-25 13:54:15.005004,279.30,279.75,278.60,278.95,94626.00,278.95,279.00,17,262
2017-08-25 13:54:17.505001,279.30,279.75,278.60,279.00,94628.00,278.95,279.00,17,261
2017-08-25 13:54:18.504995,279.30,279.75,278.60,279.00,94642.00,278.95,279.00,17,254
2017-08-25 13:54:19.005002,279.30,279.75,278.60,279.00,94642.00,278.95,279.00,23,254
2017-08-25 13:54:19.505000,279.30,279.75,278.60,279.00,94642.00,278.95,279.00,31,252
2017-08-25 13:54:21.504999,279.30,279.75,278.60,279.00,94642.00,278.95,279.00,33,252
2017-08-25 13:54:23.504998,279.30,279.75,278.60,279.00,94642.00,278.95,279.00,64,252
2017-08-25 13:54:24.005005,279.30,279.75,278.60,279.00,94642.00,278.95,279.00,66,252
2017-08-25 13:54:24.505003,279.30,279.75,278.60,279.00,94642.00,278.95,279.00,70,252
2017-08-25 13:54:26.005005,279.30,279.75,278.60,278.95,94716.00,278.95,279.00,33,252
2017-08-25 13:54:26.505002,279.30,279.75,278.60,278.95,94716.00,278.95,279.00,51,243
2017-08-25 13:54:27.004999,279.30,279.75,278.60,278.95,94716.00,278.95,279.00,52,243
2017-08-25 13:54:28.505001,279.30,279.75,278.60,279.00,94720.00,278.95,279.00,52,241
2017-08-25 13:54:29.004998,279.30,279.75,278.60,279.00,94720.00,278.95,279.00,60,241
2017-08-25 13:54:29.504996,279.30,279.75,278.60,279.00,94720.00,278.95,279.00,68,241
2017-08-25 13:54:36.504998,279.30,279.75,278.60,279.00,94720.00,278.95,279.00,69,241
2017-08-25 13:54:38.005000,279.30,279.75,278.60,278.95,94740.00,278.95,279.00,59,241
2017-08-25 13:54:39.505002,279.30,279.75,278.60,278.95,94760.00,278.95,279.00,49,241
2017-08-25 13:54:40.504996,279.30,279.75,278.60,278.95,94760.00,278.95,279.00,86,195
2017-08-25 13:54:41.005004,279.30,279.75,278.60,278.95,94780.00,278.95,279.00,78,195
2017-08-25 13:54:42.504996,279.30,279.75,278.60,278.95,94800.00,278.95,279.00,68,195
2017-08-25 13:54:44.004998,279.30,279.75,278.60,278.95,94800.00,278.95,279.00,71,195
2017-08-25 13:54:48.505003,279.30,279.75,278.60,279.00,94802.00,278.95,279.00,71,196
2017-08-25 13:54:53.004999,279.30,279.75,278.60,279.00,94802.00,278.95,279.00,71,176
2017-08-25 13:54:53.504996,279.30,279.75,278.60,278.95,94808.00,278.95,279.00,68,176
2017-08-25 13:54:56.505000,279.30,279.75,278.60,278.95,94808.00,278.95,279.00,68,177
2017-08-25 13:54:58.005002,279.30,279.75,278.60,278.95,94808.00,278.95,279.00,71,177
2017-08-25 13:54:58.504999,279.30,279.75,278.60,278.95,94808.00,278.95,279.00,71,180
2017-08-25 13:55:00.005001,279.30,279.75,278.60,278.95,94808.00,278.95,279.00,72,180
2017-08-25 13:55:00.504999,279.30,279.75,278.60,278.95,94808.00,278.95,279.00,81,180
2017-08-25 13:55:01.004996,279.30,279.75,278.60,278.95,94808.00,278.95,279.00,81,181
2017-08-25 13:55:04.504997,279.30,279.75,278.60,278.95,94808.00,278.95,279.00,82,181
2017-08-25 13:55:07.005004,279.30,279.75,278.60,278.95,94812.00,278.95,279.00,80,181
2017-08-25 13:55:08.004998,279.30,279.75,278.60,278.95,94822.00,278.95,279.00,75,181
2017-08-25 13:55:08.504995,279.30,279.75,278.60,278.95,94822.00,278.95,279.00,72,181
2017-08-25 13:55:10.004997,279.30,279.75,278.60,278.95,94822.00,278.95,279.00,72,182
2017-08-25 13:55:12.505004,279.30,279.75,278.60,278.95,94822.00,278.95,279.00,92,182
2017-08-25 13:55:13.005001,279.30,279.75,278.60,278.95,94822.00,278.95,279.00,92,180
2017-08-25 13:55:14.505003,279.30,279.75,278.60,279.00,94824.00,278.95,279.00,92,179
2017-08-25 13:55:15.005000,279.30,279.75,278.60,279.00,94824.00,278.95,279.00,93,179
2017-08-25 13:55:19.504996,279.30,279.75,278.60,279.00,94824.00,278.95,279.00,126,179
2017-08-25 13:55:20.505001,279.30,279.75,278.60,279.00,94824.00,278.95,279.00,126,170
2017-08-25 13:55:23.505005,279.30,279.75,278.60,278.95,94826.00,278.95,279.00,125,170
2017-08-25 13:55:31.505001,279.30,279.75,278.60,278.95,94826.00,278.95,279.00,125,171
2017-08-25 13:55:34.004998,279.30,279.75,278.60,279.00,94828.00,278.95,279.00,125,170
2017-08-25 13:55:45.004999,279.30,279.75,278.60,279.00,94832.00,278.95,279.00,125,168
2017-08-25 13:55:51.505004,279.30,279.75,278.60,279.00,94852.00,278.95,279.00,125,158
2017-08-25 13:55:52.005001,279.30,279.75,278.60,279.00,94852.00,278.95,279.00,127,157
2017-08-25 13:55:53.505003,279.30,279.75,278.60,279.00,94872.00,278.95,279.00,127,147
2017-08-25 13:55:54.005000,279.30,279.75,278.60,279.00,94872.00,278.95,279.00,129,146
2017-08-25 13:55:55.505002,279.30,279.75,278.60,279.00,94892.00,278.95,279.00,129,136
2017-08-25 13:55:56.004999,279.30,279.75,278.60,279.00,94894.00,278.95,279.00,129,135
2017-08-25 13:55:56.504997,279.30,279.75,278.60,279.00,94896.00,278.95,279.00,129,134
2017-08-25 13:55:58.504996,279.30,279.75,278.60,279.00,95164.00,279.00,279.05,177,152
2017-08-25 13:55:59.005003,279.30,279.75,278.60,279.05,95166.00,279.00,279.05,219,149
2017-08-25 13:55:59.505000,279.30,279.75,278.60,279.05,95180.00,279.00,279.05,232,142
2017-08-25 13:56:00.004998,279.30,279.75,278.60,279.05,95180.00,279.00,279.05,237,142
2017-08-25 13:56:01.005002,279.30,279.75,278.60,279.05,95180.00,279.00,279.05,238,142
2017-08-25 13:56:01.505000,279.30,279.75,278.60,279.00,95210.00,279.00,279.05,224,142
2017-08-25 13:56:03.504999,279.30,279.75,278.60,279.00,95210.00,279.00,279.05,224,133
2017-08-25 13:56:07.504997,279.30,279.75,278.60,279.00,95210.00,279.00,279.05,224,135
2017-08-25 13:56:09.504997,279.30,279.75,278.60,279.00,95210.00,279.00,279.05,225,135
2017-08-25 13:56:11.504996,279.30,279.75,278.60,279.00,95210.00,279.00,279.05,225,134
2017-08-25 13:56:12.005003,279.30,279.75,278.60,279.00,95210.00,279.00,279.05,228,134
2017-08-25 13:56:12.505000,279.30,279.75,278.60,279.05,95330.00,279.00,279.05,228,74
2017-08-25 13:56:13.004998,279.30,279.75,278.60,279.05,95396.00,279.00,279.05,231,41
2017-08-25 13:56:13.504995,279.30,279.75,278.60,279.05,95446.00,279.00,279.05,232,11
2017-08-25 13:56:14.005002,279.30,279.75,278.60,279.05,95468.00,279.05,279.10,28,114
2017-08-25 13:56:14.505000,279.30,279.75,278.60,279.05,95472.00,279.05,279.10,111,122
2017-08-25 13:56:15.004997,279.30,279.75,278.60,279.05,95480.00,279.05,279.10,119,109
2017-08-25 13:56:16.005002,279.30,279.75,278.60,279.05,95482.00,279.05,279.10,118,99
